customerID,Churn,Snapshot_Date
2040-LDIWQ,No,2024-06-01
6496-JDSSB,No,2024-06-01
9408-SSNVZ,Yes,2024-06-01
4443-EMBNA,No,2024-06-01
6469-MRVET,No,2024-06-01
0742-MOABM,Yes,2024-06-01
5961-VUSRV,No,2024-06-01
6778-JFCMK,No,2024-06-01
6341-JVQGF,No,2024-06-01
2232-DMLXU,Yes,2024-06-01
4811-JBUVU,No,2024-06-01
0945-TSONX,No,2024-06-01
2651-ZCBXV,No,2024-06-01
3316-UWXUY,No,2024-06-01
8937-RDTHP,Yes,2024-06-01
7083-MIOPC,No,2024-06-01
1984-GPTEH,No,2024-06-01
1251-KRREG,Yes,2024-06-01
0621-JFHOL,No,2024-06-01
9903-LYSAB,No,2024-06-01
0094-OIFMO,Yes,2024-06-01
9227-UAQFT,No,2024-06-01
7301-ABVAD,No,2024-06-01
6614-FHDBO,No,2024-06-01
7576-ASEJU,No,2024-06-01
9058-HRZSV,No,2024-06-01
4522-AKYLR,No,2024-06-01
0221-WMXNQ,No,2024-06-01
0303-UNCIP,No,2024-06-01
9947-OTFQU,Yes,2024-06-01
0322-YINQP,Yes,2024-06-01
0959-WHOKV,No,2024-06-01
4075-JFPGR,No,2024-06-01
4629-NRXKX,Yes,2024-06-01
9514-JDSKI,Yes,2024-06-01
3282-ZISZV,No,2024-06-01
3675-YDUPJ,No,2024-06-01
4111-BNXIF,No,2024-06-01
7017-VFHAY,No,2024-06-01
6655-LHBYW,No,2024-06-01
4959-JOSRX,Yes,2024-06-01
5046-NUHWD,No,2024-06-01
7273-TEFQD,Yes,2024-06-01
3606-TWKGI,Yes,2024-06-01
7529-ZDFXI,No,2024-06-01
7605-BDWDC,No,2024-06-01
1950-KSVVJ,No,2024-06-01
0123-CRBRT,No,2024-06-01
6292-TOSSS,No,2024-06-01
3197-ARFOY,No,2024-06-01
6323-AYBRX,Yes,2024-06-01
7014-ZZXAW,No,2024-06-01
4385-GZQXV,Yes,2024-06-01
7633-MVPUY,No,2024-06-01
6366-ZGQGL,Yes,2024-06-01
4716-HHKQH,No,2024-06-01
5940-AHUHD,Yes,2024-06-01
6432-TWQLB,Yes,2024-06-01
4484-GLZOU,Yes,2024-06-01
3179-GBRWV,No,2024-06-01
8645-KWHJO,No,2024-06-01
4130-MZLCC,No,2024-06-01
0314-TKOSI,No,2024-06-01
8229-MYEJZ,No,2024-06-01
2080-SRCDE,No,2024-06-01
9577-WJVCQ,No,2024-06-01
9512-UIBFX,Yes,2024-06-01
6202-DYYFX,No,2024-06-01
3808-HFKDE,No,2024-06-01
5583-SXDAG,Yes,2024-06-01
3488-PGMQJ,Yes,2024-06-01
3580-REOAC,Yes,2024-06-01
7534-BFESC,Yes,2024-06-01
3727-OWVYD,No,2024-06-01
2294-SALNE,No,2024-06-01
4847-TAJYI,No,2024-06-01
1563-IWQEX,No,2024-06-01
8203-XJZRC,No,2024-06-01
6556-DBKZF,No,2024-06-01
6851-WEFYX,No,2024-06-01
2985-JUUBZ,No,2024-06-01
6390-DSAZX,Yes,2024-06-01
0895-LMRSF,No,2024-06-01
8098-LLAZX,Yes,2024-06-01
8266-VBFQL,No,2024-06-01
8181-YHCMF,No,2024-06-01
2240-HSJQD,No,2024-06-01
1248-DYXUB,No,2024-06-01
0265-EDXBD,Yes,2024-06-01
4115-BNPJY,No,2024-06-01
3167-SNQPL,No,2024-06-01
4091-TVOCN,No,2024-06-01
1098-TDVUQ,No,2024-06-01
7277-OZCGZ,No,2024-06-01
1557-EMYVT,No,2024-06-01
2799-ARNLO,No,2024-06-01
7563-BIUPC,Yes,2024-06-01
5027-YOCXN,No,2024-06-01
3973-SKMLN,No,2024-06-01
2321-OMBXY,Yes,2024-06-01
2840-XANRC,Yes,2024-06-01
6745-JEFZB,No,2024-06-01
5020-ZSTTY,Yes,2024-06-01
9880-TDQAC,No,2024-06-01
8705-WZCYL,No,2024-06-01
7102-JJVTX,No,2024-06-01
8626-PTQGE,No,2024-06-01
4983-CLMLV,No,2024-06-01
5701-YVSVF,No,2024-06-01
5804-LEPIM,Yes,2024-06-01
5697-GOMBF,No,2024-06-01
2739-CACDQ,No,2024-06-01
9385-EHGDO,No,2024-06-01
9498-FIMXL,No,2024-06-01
2379-GYFLQ,No,2024-06-01
0122-OAHPZ,Yes,2024-06-01
2868-SNELZ,Yes,2024-06-01
4322-RCYMT,Yes,2024-06-01
6680-NENYN,Yes,2024-06-01
2088-IEBAU,No,2024-06-01
7982-VCELR,No,2024-06-01
1343-EHPYB,Yes,2024-06-01
6035-BXTTY,No,2024-06-01
6885-PKOAM,No,2024-06-01
7520-HQWJU,No,2024-06-01
9639-BUJXT,No,2024-06-01
5924-SNGKP,No,2024-06-01
0021-IKXGC,No,2024-06-01
2034-GDRCN,Yes,2024-06-01
8966-SNIZF,No,2024-06-01
6243-OZGFH,No,2024-06-01
4654-DLAMQ,No,2024-06-01
0513-RBGPE,No,2024-06-01
5160-UXJED,No,2024-06-01
4115-NZRKS,No,2024-06-01
0219-YTZUE,Yes,2024-06-01
0623-IIHUG,Yes,2024-06-01
4572-DVCGN,Yes,2024-06-01
3351-NGXYI,No,2024-06-01
8984-EYLLL,No,2024-06-01
9057-MSWCO,Yes,2024-06-01
9833-TGFHX,No,2024-06-01
9294-TDIPC,No,2024-06-01
5229-DTFYB,No,2024-06-01
0104-PPXDV,No,2024-06-01
5176-LMJXE,No,2024-06-01
3583-KRKMD,No,2024-06-01
1010-DIAUQ,Yes,2024-06-01
9069-LGEUL,No,2024-06-01
7302-ZHMHP,No,2024-06-01
9571-EDEBV,No,2024-06-01
3520-FJGCV,No,2024-06-01
6563-VRERX,No,2024-06-01
0259-GBZSH,Yes,2024-06-01
6122-EFVKN,No,2024-06-01
2805-EDJPQ,No,2024-06-01
6862-CQUMB,No,2024-06-01
7156-MXBJE,No,2024-06-01
6158-HDPXZ,No,2024-06-01
9601-BRXPO,Yes,2024-06-01
2863-IMQDR,No,2024-06-01
5686-CMAWK,No,2024-06-01
5651-CRHKQ,No,2024-06-01
6905-NIQIN,Yes,2024-06-01
8204-YJCLA,No,2024-06-01
5167-ZFFMM,Yes,2024-06-01
6583-SZVGP,No,2024-06-01
4895-TMWIR,Yes,2024-06-01
0533-BNWKF,Yes,2024-06-01
1708-PBBOA,No,2024-06-01
8782-LKFPK,No,2024-06-01
5522-JBWMO,No,2024-06-01
3597-MVHJT,No,2024-06-01
9774-NRNAU,No,2024-06-01
0224-RLWWD,No,2024-06-01
9967-ATRFS,No,2024-06-01
3951-NJCVI,No,2024-06-01
2977-CEBSX,No,2024-06-01
0177-PXBAT,No,2024-06-01
6599-CEBNN,Yes,2024-06-01
2519-ERQOJ,No,2024-06-01
5876-QMYLD,No,2024-06-01
2277-AXSDC,No,2024-06-01
9442-JTWDL,No,2024-06-01
0979-PHULV,Yes,2024-06-01
3067-SVMTC,No,2024-06-01
5495-GPSRW,No,2024-06-01
7606-BPHHN,No,2024-06-01
4742-DRORA,No,2024-06-01
0111-KLBQG,No,2024-06-01
4800-VHZKI,Yes,2024-06-01
7989-CHGTL,Yes,2024-06-01
0334-GDDSO,Yes,2024-06-01
4163-NCJAK,No,2024-06-01
5233-AOZUF,No,2024-06-01
5973-EJGDP,No,2024-06-01
1996-DBMUS,No,2024-06-01
7916-VCCPB,No,2024-06-01
4686-GEFRM,No,2024-06-01
5249-QYHEX,No,2024-06-01
0578-SKVMF,Yes,2024-06-01
5564-NEMQO,Yes,2024-06-01
2233-FAGXV,No,2024-06-01
5605-IYGFG,No,2024-06-01
7663-ZTEGJ,No,2024-06-01
3935-TBRZZ,No,2024-06-01
8111-BKVDS,No,2024-06-01
2055-SIFSS,No,2024-06-01
2806-MLNTI,No,2024-06-01
8734-DKSTZ,No,2024-06-01
4360-PNRQB,No,2024-06-01
6152-ONASV,No,2024-06-01
9063-ZGTUY,Yes,2024-06-01
7781-HVGMK,No,2024-06-01
2181-UAESM,No,2024-06-01
2957-LOLHO,Yes,2024-06-01
6048-NJXHX,No,2024-06-01
2320-SLKMB,No,2024-06-01
4980-URKXC,No,2024-06-01
4376-KFVRS,No,2024-06-01
5886-VLQVU,No,2024-06-01
3577-AMVUX,No,2024-06-01
0771-WLCLA,No,2024-06-01
5628-RKIFK,No,2024-06-01
0206-TBWLC,No,2024-06-01
2937-FTHUR,No,2024-06-01
1910-FMXJM,No,2024-06-01
7752-XUSCI,Yes,2024-06-01
4110-PFEUZ,Yes,2024-06-01
0732-OCQOC,No,2024-06-01
5168-MSWXT,No,2024-06-01
1090-ESELR,No,2024-06-01
8592-PLTMQ,No,2024-06-01
5760-WRAHC,No,2024-06-01
8847-GEOOQ,No,2024-06-01
0256-LTHVJ,Yes,2024-06-01
4785-FCIFB,No,2024-06-01
8313-NDOIA,No,2024-06-01
5149-CUZUJ,No,2024-06-01
0942-KOWSM,No,2024-06-01
4237-CLSMM,No,2024-06-01
1452-VOQCH,No,2024-06-01
4719-UMSIY,No,2024-06-01
6614-VBEGU,No,2024-06-01
0880-TKATG,Yes,2024-06-01
3811-VBYBZ,Yes,2024-06-01
1480-BKXGA,No,2024-06-01
2996-XAUVF,No,2024-06-01
9076-AXYIK,No,2024-06-01
5968-XQIVE,No,2024-06-01
8896-RAZCR,No,2024-06-01
4640-UHDOS,Yes,2024-06-01
4933-IKULF,No,2024-06-01
3583-EKAPL,Yes,2024-06-01
1304-BCCFO,No,2024-06-01
4104-PVRPS,No,2024-06-01
9399-APLBT,Yes,2024-06-01
2359-KMGLI,Yes,2024-06-01
3780-DDGSE,No,2024-06-01
4431-EDMIQ,No,2024-06-01
0306-JAELE,Yes,2024-06-01
6227-HWPWX,Yes,2024-06-01
0486-LGCCH,No,2024-06-01
0447-BEMNG,Yes,2024-06-01
4612-SSVHJ,No,2024-06-01
5168-MQQCA,No,2024-06-01
5949-XIKAE,Yes,2024-06-01
7971-HLVXI,No,2024-06-01
9094-AZPHK,No,2024-06-01
3649-JPUGY,No,2024-06-01
4472-LVYGI,No,2024-06-01
8372-JUXUI,Yes,2024-06-01
3552-CTCYF,No,2024-06-01
6778-YSNIH,No,2024-06-01
0388-EOPEX,Yes,2024-06-01
5756-OZRIO,No,2024-06-01
6579-JPICP,No,2024-06-01
8205-OTCHB,Yes,2024-06-01
4134-BSXLX,No,2024-06-01
0505-SPOOW,No,2024-06-01
6235-VDHOM,Yes,2024-06-01
7783-YKGDV,Yes,2024-06-01
4374-YMUSQ,No,2024-06-01
4513-CXYIX,No,2024-06-01
3957-HHLMR,No,2024-06-01
7803-XOCCZ,No,2024-06-01
5736-YEJAX,No,2024-06-01
5609-CEBID,Yes,2024-06-01
8981-FJGLA,No,2024-06-01
7218-HKQFK,Yes,2024-06-01
4636-QRJKY,Yes,2024-06-01
1135-LMECX,No,2024-06-01
4332-MUOEZ,No,2024-06-01
8535-SFUTN,No,2024-06-01
5956-VKDTT,Yes,2024-06-01
8677-HDZEE,No,2024-06-01
2475-MROZF,No,2024-06-01
9412-GHEEC,Yes,2024-06-01
3482-ABPKK,No,2024-06-01
6705-LXORM,No,2024-06-01
0257-ZESQC,Yes,2024-06-01
7531-GQHME,No,2024-06-01
5174-ITUMV,No,2024-06-01
4109-CYRBD,No,2024-06-01
0913-XWSCN,No,2024-06-01
6825-UYPFK,Yes,2024-06-01
8397-MVTAZ,Yes,2024-06-01
0750-EBAIU,No,2024-06-01
8606-CIQUL,No,2024-06-01
3571-DPYUH,No,2024-06-01
7601-GNDYK,No,2024-06-01
0356-OBMAC,No,2024-06-01
8067-NIOYM,No,2024-06-01
1403-GYAFU,No,2024-06-01
4234-XTNEA,No,2024-06-01
1297-VQDRP,No,2024-06-01
9282-IZGQK,Yes,2024-06-01
5348-CAGXB,No,2024-06-01
0621-HJWXJ,No,2024-06-01
5844-QVTAT,No,2024-06-01
8905-IAZPF,No,2024-06-01
5394-MEITZ,No,2024-06-01
6859-QNXIQ,No,2024-06-01
2782-LFZVW,No,2024-06-01
2866-IKBTM,No,2024-06-01
1342-JPNKI,Yes,2024-06-01
2817-NTQDO,Yes,2024-06-01
7129-AZJDE,No,2024-06-01
6986-IJDHX,Yes,2024-06-01
2560-PPCHE,No,2024-06-01
4676-MQUEA,No,2024-06-01
8138-EALND,No,2024-06-01
3580-HYCSP,No,2024-06-01
1352-HNSAW,No,2024-06-01
2075-PUEPR,No,2024-06-01
1982-FEBTD,No,2024-06-01
5301-GAUUY,Yes,2024-06-01
5791-KAJFD,No,2024-06-01
2654-VBVPB,No,2024-06-01
1154-HYWWO,No,2024-06-01
2501-XWWTZ,No,2024-06-01
3716-UVSPD,No,2024-06-01
6815-ABQFQ,No,2024-06-01
7343-EOBEU,No,2024-06-01
3701-SFMUH,No,2024-06-01
6103-LIANB,No,2024-06-01
7319-VENRZ,No,2024-06-01
5846-NEQVZ,No,2024-06-01
6967-QIQRV,No,2024-06-01
5781-RFZRP,No,2024-06-01
0939-YAPAF,Yes,2024-06-01
0308-IVGOK,No,2024-06-01
7293-LSCDV,No,2024-06-01
7025-WCBNE,No,2024-06-01
5756-JYOJT,No,2024-06-01
4710-FDUIZ,Yes,2024-06-01
6030-REHUX,No,2024-06-01
9548-LIGTA,No,2024-06-01
5150-LJNSR,No,2024-06-01
8270-RKSAP,No,2024-06-01
6522-YRBXD,No,2024-06-01
2640-LYMOV,No,2024-06-01
1218-VKFPE,Yes,2024-06-01
3627-FHKBK,Yes,2024-06-01
2865-TCHJW,Yes,2024-06-01
1423-BMPBQ,No,2024-06-01
2393-DIVAI,No,2024-06-01
5192-EBGOV,Yes,2024-06-01
4568-KNYWR,No,2024-06-01
8752-IMQOS,No,2024-06-01
0742-LAFQK,No,2024-06-01
0795-LAFGP,No,2024-06-01
0619-OLYUR,No,2024-06-01
5512-IDZEI,No,2024-06-01
0459-SPZHJ,No,2024-06-01
0215-BQKGS,No,2024-06-01
9244-ZVAPM,No,2024-06-01
0719-SYFRB,Yes,2024-06-01
8208-EUMTE,No,2024-06-01
5172-MIGPM,No,2024-06-01
1710-RCXUS,No,2024-06-01
0374-FIUCA,No,2024-06-01
5839-SUYVZ,No,2024-06-01
5173-ZXXXL,No,2024-06-01
1096-ADRUX,No,2024-06-01
2001-MCUUW,No,2024-06-01
2731-GJRDG,No,2024-06-01
4723-BEGSG,No,2024-06-01
6516-NKQBO,No,2024-06-01
8672-OAUPW,No,2024-06-01
8207-DMRVL,No,2024-06-01
3419-SNJJD,Yes,2024-06-01
6543-CPZMK,Yes,2024-06-01
4765-OXPPD,Yes,2024-06-01
2804-ETQDK,No,2024-06-01
6689-VRRTK,No,2024-06-01
7138-GIRSH,No,2024-06-01
9396-ZSFLL,No,2024-06-01
6464-KEXXH,No,2024-06-01
7134-MJPDY,No,2024-06-01
5240-CAOYT,No,2024-06-01
4059-IIEBK,No,2024-06-01
4881-JVQOD,No,2024-06-01
0516-UXRMT,No,2024-06-01
4851-BQDNX,No,2024-06-01
5148-HKFIR,No,2024-06-01
1009-IRMNA,Yes,2024-06-01
3003-CMDUU,No,2024-06-01
5016-IBERQ,No,2024-06-01
6797-UCJHZ,No,2024-06-01
2469-DTSGX,No,2024-06-01
4554-YGZIH,Yes,2024-06-01
5099-BAILX,Yes,2024-06-01
9931-KGHOA,No,2024-06-01
1775-KWJKQ,No,2024-06-01
7665-VIGUD,No,2024-06-01
9411-TPQQV,No,2024-06-01
7207-RMRDB,Yes,2024-06-01
7954-MLBUN,No,2024-06-01
2077-DDHJK,No,2024-06-01
4913-EHYUI,Yes,2024-06-01
0195-IESCP,Yes,2024-06-01
9574-BOSMD,No,2024-06-01
4580-TMHJU,Yes,2024-06-01
0970-ETWGE,Yes,2024-06-01
4908-XAXAY,No,2024-06-01
8404-VLQFB,No,2024-06-01
1626-ERCMM,Yes,2024-06-01
0887-HJGAR,Yes,2024-06-01
2391-IPLOP,No,2024-06-01
5644-PDMZC,Yes,2024-06-01
3509-GWQGF,No,2024-06-01
9576-ANLXO,Yes,2024-06-01
2024-BASKD,Yes,2024-06-01
5845-BZZIB,No,2024-06-01
1140-UKVZG,No,2024-06-01
4160-AMJTL,Yes,2024-06-01
5183-SNMJQ,No,2024-06-01
8100-PNJMH,No,2024-06-01
7838-LAZFO,No,2024-06-01
4464-JCOLN,Yes,2024-06-01
2085-JVGAD,No,2024-06-01
5650-VDUDS,Yes,2024-06-01
8095-WANWK,No,2024-06-01
3030-ZKIWL,No,2024-06-01
9565-FLVCG,No,2024-06-01
8755-OGKNA,No,2024-06-01
2800-VEQXM,No,2024-06-01
7538-GWHML,Yes,2024-06-01
5533-RJFTJ,No,2024-06-01
3859-CVCET,Yes,2024-06-01
0214-JHPFW,No,2024-06-01
5642-MHDQT,No,2024-06-01
3088-FVYWK,No,2024-06-01
3276-HDUEG,Yes,2024-06-01
9092-GDZKO,No,2024-06-01
0823-HSCDJ,Yes,2024-06-01
3729-OWRVL,No,2024-06-01
2324-AALNO,No,2024-06-01
0822-GAVAP,Yes,2024-06-01
5760-IFJOZ,No,2024-06-01
2826-UWHIS,No,2024-06-01
1448-PWKYE,Yes,2024-06-01
7501-IWUNG,No,2024-06-01
4957-TREIR,No,2024-06-01
7251-LJBQN,No,2024-06-01
8040-MNRTF,No,2024-06-01
1536-HBSWP,No,2024-06-01
5313-FPXWG,No,2024-06-01
0067-DKWBL,Yes,2024-06-01
0946-FKYTX,No,2024-06-01
5076-YVXCM,No,2024-06-01
8262-COGGB,No,2024-06-01
6663-JOCQO,No,2024-06-01
9620-QJREV,No,2024-06-01
2276-YDAVZ,Yes,2024-06-01
2682-KEVRP,No,2024-06-01
2480-JZOSN,No,2024-06-01
0078-XZMHT,No,2024-06-01
5896-NPFWW,Yes,2024-06-01
9978-HYCIN,No,2024-06-01
8338-QIUNR,No,2024-06-01
1525-LNLOJ,No,2024-06-01
9450-TRJUU,No,2024-06-01
1766-GKNMI,No,2024-06-01
6942-LBFDP,No,2024-06-01
1456-TWCGB,No,2024-06-01
7133-VBDCG,Yes,2024-06-01
7596-ZYWBB,No,2024-06-01
8329-UTMVM,No,2024-06-01
3014-WJKSM,No,2024-06-01
3347-YJZZE,No,2024-06-01
1029-QFBEN,Yes,2024-06-01
7929-DMBCV,No,2024-06-01
9661-JALZV,No,2024-06-01
5433-KYGHE,No,2024-06-01
4312-KFRXN,No,2024-06-01
5575-TPIZQ,No,2024-06-01
0114-IGABW,No,2024-06-01
9944-AEXBM,No,2024-06-01
1853-ARAAQ,No,2024-06-01
6952-OMNWB,No,2024-06-01
4697-LUPSU,No,2024-06-01
8434-VGEQQ,No,2024-06-01
4952-YSOGZ,Yes,2024-06-01
1589-AGTLK,Yes,2024-06-01
5244-IRFIH,Yes,2024-06-01
6549-YMFAW,No,2024-06-01
4950-HKQTE,No,2024-06-01
6786-OBWQR,No,2024-06-01
2684-EIWEO,Yes,2024-06-01
2753-JMMCV,No,2024-06-01
6439-GTPCA,Yes,2024-06-01
6621-YOBKI,No,2024-06-01
1216-JWVUX,No,2024-06-01
7564-GHCVB,No,2024-06-01
1173-NOEYG,No,2024-06-01
7595-EHCDL,No,2024-06-01
6647-ZEDXT,No,2024-06-01
2521-NPUZR,No,2024-06-01
1307-TVUFB,No,2024-06-01
7503-MIOGA,No,2024-06-01
4381-MHQDC,No,2024-06-01
6923-JHPMP,No,2024-06-01
5138-WVKYJ,Yes,2024-06-01
4018-PPNDW,No,2024-06-01
1635-FJFCC,No,2024-06-01
2499-AJYUA,No,2024-06-01
6919-ELBGL,No,2024-06-01
3966-HRMZA,No,2024-06-01
6425-JWTDV,No,2024-06-01
8405-IGQFX,No,2024-06-01
8224-IVVPA,No,2024-06-01
9477-LGWQI,No,2024-06-01
1410-RSCMR,No,2024-06-01
